"",,,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Agricultural water withdrawal (10^9 m3/year)","Thailand","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,51.79,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Timor-Leste","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2004,1.071,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Turkey","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,22.9,"",,,,"",,2000,31.5,"",,2003,29.6,"",,2012,43.78,"I",,2017,50.05,"",
"Agricultural water withdrawal (10^9 m3/year)","Turkmenistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,23.29,"",,2000,24.04,"L",,2004,26.36,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","United Arab Emirates","World | Asia",,,"",,,,"",,,,"",,,,"",,1980,0.72,"",,,,"",,,,"",,1995,1.408,"",,2000,2.279,"I",,2005,3.312,"I",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Uzbekistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,54.37,"",,2001,54.78,"",,2005,50.4,"",,,,"",,2017,54.36,"",
"Agricultural water withdrawal (10^9 m3/year)","Viet Nam","World | Asia",,,"",,,,"",,,,"",,,,"",,1980,35.04,"",,1985,40.65,"",,1990,47.0,"",,,,"",,,,"",,2005,77.75,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Yemen","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,2.7,"",,,,"",,2000,3.06,"",,2005,3.235,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Albania","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,1.0,"",,1995,0.67,"","[98]",2000,1.06,"L",,2006,0.5176,"L","[99]",,,"",,2017,0.905,"",
"Agricultural water withdrawal (10^9 m3/year)","Andorra","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Austria","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,0.09,"E","[100]",1985,0.2,"E","[101]",1990,0.1,"E","[102]",1997,0.1,"E","[103]",2002,0.1,"E",,,,"",,2010,0.0771,"E",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Belarus","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.568,"","[104]",2000,0.442,"","[105]",2005,0.409,"","[106]",2010,0.471,"","[107]",2017,0.431,"",
"Agricultural water withdrawal (10^9 m3/year)","Belgium","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,0.3612,"",,,,"",,,,"",,1997,0.016,"E",,2002,0.0382,"E","[108]",2007,0.0369,"E","[109]",2012,0.036,"E",,2015,0.045,"E",
"Agricultural water withdrawal (10^9 m3/year)","Bosnia and Herzegovina","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Bulgaria","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,2.225,"I",,,,"",,2002,0.743,"E","[110]",2006,0.8759,"E","[111]",2012,0.9494,"",,2017,0.8345,"E",
"Agricultural water withdrawal (10^9 m3/year)","Croatia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.0059,"",,2007,0.0032,"E","[112]",2010,0.0086,"",,2015,0.076,"",
"Agricultural water withdrawal (10^9 m3/year)","Cyprus","World | Europe",,,"",,,,"",,,,"",,1975,0.13,"",,1980,0.14,"",,1985,0.155,"",,1990,0.166,"",,1993,0.156,"",,2002,0.1606,"E","[113]",2007,0.143,"E","[114]",2012,0.171,"E","[115]",2017,0.184,"",
"Agricultural water withdrawal (10^9 m3/year)","Czechia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"","[116]",,,"","[117]",1997,0.02,"E","[118]",2002,0.0187,"E",,2007,0.0298,"E",,2012,0.0432,"E","[119]",2017,0.0466,"",
"Agricultural water withdrawal (10^9 m3/year)","Denmark","World | Europe",,,"",,,,"",,1970,0.18,"E",,1975,0.46,"E",,1980,0.46,"E",,1985,0.7,"E",,1990,0.465,"E",,1997,0.369,"E",,2002,0.1652,"E","[120]",2007,0.1175,"E","[121]",2012,0.1863,"E",,2016,0.3267,"",
"Agricultural water withdrawal (10^9 m3/year)","Estonia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.008,"",,2002,0.03,"E","[122]",2007,0.0076,"E","[123]",2012,0.0045,"",,2017,0.0045,"",
"Agricultural water withdrawal (10^9 m3/year)","Faroe Islands","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Finland","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.02,"E",,1995,0.05,"E",,2002,0.05,"E","[124]",2005,0.05,"E","[125]",,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","France","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,4.919,"E",,1997,3.35,"E",,2002,4.291,"E","[126]",2007,3.933,"E","[127]",2012,2.913,"",,2016,3.113,"","[128]"
"Agricultural water withdrawal (10^9 m3/year)","Germany","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,1.6,"E",,1995,1.6,"",,2000,1.14,"E",,2007,0.1317,"E",,2010,0.2109,"E","[129]",2016,0.2997,"E",
"Agricultural water withdrawal (10^9 m3/year)","Greece","World | Europe",,,"",,,,"",,1970,2.425,"E","[130]",1975,3.576,"E",,,,"",,1985,4.6,"E","[131]",1992,7.9,"E","[132]",1997,7.6,"E","[133]",2002,8.42,"E","[134]",2007,8.458,"E","[135]",2012,8.283,"E",,2016,9.041,"E",
"Agricultural water withdrawal (10^9 m3/year)","Holy See","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Hungary","World | Europe",,,"",,,,"",,1970,0.665,"E","[136]",1975,0.8903,"E","[137]",,,"",,1985,2.286,"",,1992,0.949,"E","[138]",1996,0.4556,"E","[139]",2002,0.6796,"E","[140]",2006,0.3054,"E","[141]",2012,0.322,"E","[142]",2017,0.5186,"I",
"Agricultural water withdrawal (10^9 m3/year)","Iceland","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,0.004,"E",,1985,0.004,"E","[143]",1992,0.07,"E","[144]",,,"",,2002,0.07,"E","[145]",2004,0.07,"E","[146]",2012,3.0E-4,"",,2015,3.0E-4,"",
"Agricultural water withdrawal (10^9 m3/year)","Ireland","World | Europe",,,"",,,,"",,1970,0.179,"E",,,,"",,1980,0.13,"E",,,,"",,,,"",,1994,0.179,"E","[147]",,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Italy","World | Europe",,,"",,,,"",,1970,25.6,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,20.01,"L",,2007,12.89,"L","[148]",,,"",,2013,17.0,"",
"Agricultural water withdrawal (10^9 m3/year)","Latvia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.036,"",,2002,0.0532,"E","[149]",2007,0.0506,"E","[150]",2012,0.0408,"E","[151]",2017,0.0615,"",
"Agricultural water withdrawal (10^9 m3/year)","Liechtenstein","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Lithuania","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.008,"",,2001,0.053,"E","[152]",2007,0.0818,"E","[153]",2009,0.0793,"E","[154]",2017,0.0589,"",
"Agricultural water withdrawal (10^9 m3/year)","Luxembourg","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,2.0E-4,"E",,1999,2.0E-4,"E",,,,"",,2012,2.0E-4,"E","[155]",2017,4.0E-4,"",
"Agricultural water withdrawal (10^9 m3/year)","Malta","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.007,"",,2002,0.0189,"E","[156]",2007,0.0203,"E","[157]",2012,0.0241,"E","[158]",2017,0.0254,"",
"Agricultural water withdrawal (10^9 m3/year)","Monaco","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.0,"E",,1997,0.0,"E",,2002,0.0,"E",,2007,0.0,"E",,2009,0.0,"E",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Montenegro","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0066,"E",,2010,0.0017,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Netherlands","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.184,"E",,1996,0.23,"E","[159]",2002,0.0526,"E","[160]",2007,0.0719,"E","[161]",2012,0.0602,"E","[162]",2016,0.0765,"",
"Agricultural water withdrawal (10^9 m3/year)","North Macedonia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,1.066,"",,2002,0.2814,"E","[163]",2007,0.1255,"E","[164]",2012,1.353,"",,2015,0.139,"",
"Agricultural water withdrawal (10^9 m3/year)","Norway","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,0.73,"E",,2002,0.808,"E",,2006,0.8449,"E",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Poland","World | Europe",,,"",,,,"",,1970,1.681,"E",,1975,1.662,"E","[165]",1980,1.323,"E","[166]",1985,1.606,"E","[167]",1992,1.37,"E","[168]",1997,1.083,"E","[169]",2002,1.108,"E","[170]",2007,1.122,"E","[171]",2012,1.102,"E","[172]",2017,1.018,"",
"Agricultural water withdrawal (10^9 m3/year)","Portugal","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,5.1,"E",,1995,10.0,"E",,1998,8.767,"E",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Republic of Moldova","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.775,"",,1996,0.35,"",,,,"",,2007,0.036,"",,2012,0.039,"",,2017,0.042,"",
"Agricultural water withdrawal (10^9 m3/year)","Romania","World | Europe",,,"",,,,"",,1970,3.4,"",,1975,5.75,"",,1980,6.79,"",,1985,8.49,"",,1990,9.1,"",,1997,2.98,"",,2002,1.192,"E","[173]",2007,1.099,"E","[174]",2012,1.093,"E","[175]",2017,1.491,"",
"Agricultural water withdrawal (10^9 m3/year)","Russian Federation","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,15.3,"",,2001,13.2,"",,,,"",,,,"",,2017,18.66,"",
"Agricultural water withdrawal (10^9 m3/year)","San Marino","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Serbia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.1282,"E","[176]",2012,0.6245,"E",,2017,0.6608,"",
"Agricultural water withdrawal (10^9 m3/year)","Slovakia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"","[177]",1997,0.067,"E","[178]",2002,0.056,"E","[179]",2007,0.0225,"E","[180]",2012,0.0307,"E","[181]",2017,0.0316,"",
"Agricultural water withdrawal (10^9 m3/year)","Slovenia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.0037,"E","[182]",1995,0.0048,"E","[183]",2002,0.0066,"E",,2007,0.0046,"E","[184]",2012,0.0023,"E","[185]",2017,0.0039,"",
"Agricultural water withdrawal (10^9 m3/year)","Spain","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,1986,28.43,"",,1991,23.7,"E","[186]",1997,23.41,"E","[187]",2002,23.04,"E","[188]",2007,23.18,"E","[189]",2012,25.47,"E","[190]",2016,20.36,"",
"Agricultural water withdrawal (10^9 m3/year)","Sweden","World | Europe",,,"",,,,"",,1970,0.132,"E","[191]",1975,0.137,"E","[192]",1980,0.14,"E","[193]",,,"",,1992,0.174,"E",,1997,0.15,"E","[194]",2002,0.135,"E",,2007,0.107,"E","[195]",2010,0.098,"E","[196]",2015,0.075,"",
"Agricultural water withdrawal (10^9 m3/year)","Switzerland","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.05,"L",,,,"",,2012,0.1601,"E","[197]",,,"",
"Agricultural water withdrawal (10^9 m3/year)","Ukraine","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,7.865,"I",,,,"",,2000,5.485,"I",,2005,4.525,"I",,2010,4.454,"I",,2017,3.206,"",
"Agricultural water withdrawal (10^9 m3/year)","United Kingdom","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.6681,"E",,1995,1.723,"E",,2002,1.308,"E","[198,199]",2007,1.33,"E","[200]",2012,1.049,"E","[201]",2016,1.183,"",
"Agricultural water withdrawal (10^9 m3/year)","Australia","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,15.5,"E",,2001,15.03,"",,2005,12.24,"",,2012,9.587,"",,2017,10.5,"",
"Agricultural water withdrawal (10^9 m3/year)","Cook Islands","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Fiji","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.018,"",,,,"",,,,"",,2000,0.05,"L",,2005,0.05,"I",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Kiribati","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Marshall Islands","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Micronesia (Federated States of)","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Nauru","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","New Zealand","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.836,"",,,,"",,,,"",,,,"",,2006,2.82,"E","[202]",2010,3.207,"E","[203]",,,"",
"Agricultural water withdrawal (10^9 m3/year)","Niue","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Palau","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Samoa","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Solomon Islands","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Tokelau","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Tonga","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Tuvalu","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Agricultural water withdrawal (10^9 m3/year)","Vanuatu","World | Oceania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Industrial water withdrawal (10^9 m3/year)","Belize","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0,"",,,,"",,,,"",,2000,0.0212,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Costa Rica","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,0.086,"",,2015,0.24,"",
"Industrial water withdrawal (10^9 m3/year)","El Salvador","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.147,"",,,,"",,2000,0.2369,"L",,2005,0.213,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Guatemala","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.197,"",,,,"",,,,"",,2006,0.6031,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Honduras","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.076,"",,,,"",,,,"",,2003,0.114,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Nicaragua","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1998,0.027,"",,2005,0.0736,"L",,2008,0.0736,"I",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Panama","Americas | Central America and Caribbean | Central America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.015,"L",,2005,0.0191,"L",,2010,0.01,"",,2016,0.0062,"",
"Industrial water withdrawal (10^9 m3/year)","Cuba","Americas | Central America and Caribbean | Greater Antilles",,,"",,,,"",,,,"",,1975,0.162,"",,,,"",,,,"",,,,"",,1995,0.765,"",,,,"",,2007,0.7607,"I",,,,"",,2013,0.74,"",
"Industrial water withdrawal (10^9 m3/year)","Dominican Republic","Americas | Central America and Caribbean | Greater Antilles",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.065,"L",,2005,0.259,"",,2010,0.586,"",,2015,0.6599,"","[204]"
"Industrial water withdrawal (10^9 m3/year)","Haiti","Americas | Central America and Caribbean | Greater Antilles",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.0054,"",,1995,0.0046,"",,,,"",,,,"",,2009,0.051,"L",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Jamaica","Americas | Central America and Caribbean | Greater Antilles",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1993,0.065,"",,,,"",,2005,0.076,"I",,,,"",,2016,1.1,"",
"Industrial water withdrawal (10^9 m3/year)","Antigua and Barbuda","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.001,"",,,,"",,,,"",,2005,0.0018,"L",,2012,0.0025,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Bahamas","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Barbados","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,0.0062,"",,,,"",,2005,0.0062,"I",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Dominica","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2010,0.0,"I",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Grenada","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2014,0.0,"I",
"Industrial water withdrawal (10^9 m3/year)","Saint Kitts and Nevis","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,0.0,"I",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Saint Lucia","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0,"I",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Saint Vincent and the Grenadines","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,2.0E-6,"",
"Industrial water withdrawal (10^9 m3/year)","Trinidad and Tobago","Americas | Central America and Caribbean | Lesser Antilles and Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,0.0938,"",,2000,0.099,"",,2005,0.116,"I",,2011,0.1289,"I",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Canada","Americas | Northern America | Northern America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,36.0,"E",,1996,32.91,"E",,2000,31.57,"L",,2007,33.12,"E",,,,"",,2015,28.07,"",
"Industrial water withdrawal (10^9 m3/year)","United States of America","Americas | Northern America | Northern America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,303.9,"","[205]",,,"",,2000,298.8,"","[206]",2005,305.1,"","[207]",2010,248.4,"","[208]",2015,209.7,"",
"Industrial water withdrawal (10^9 m3/year)","Mexico","Americas | Northern America | Mexico",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,6.9,"",,2007,7.22,"",,2012,7.403,"",,2017,6.814,"",
"Industrial water withdrawal (10^9 m3/year)","Guyana","Americas | Southern America | Guyana",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.007,"",,,,"",,2000,0.01,"L",,2005,0.0204,"L",,2010,0.0204,"I",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Suriname","Americas | Southern America | Guyana",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.022,"",,,,"",,,,"",,2000,0.02,"L",,2006,0.1355,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Bolivia (Plurinational State of)","Americas | Southern America | Andean",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.062,"",,,,"",,,,"",,,,"",,,,"",,2009,0.032,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Colombia","Americas | Southern America | Andean",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.359,"",,,,"",,2008,2.242,"","[209]",2016,3.73,"",
"Industrial water withdrawal (10^9 m3/year)","Ecuador","Americas | Southern America | Andean",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.3852,"L",,2005,0.549,"L",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Peru","Americas | Southern America | Andean",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,0.289,"",,2016,0.2066,"",
"Industrial water withdrawal (10^9 m3/year)","Venezuela (Bolivarian Republic of)","Americas | Southern America | Andean",,,"",,,,"",,1970,0.451,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.6831,"L",,2005,0.7933,"L",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Brazil","Americas | Southern America | Brazil",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,9.94,"",,,,"",,2006,10.14,"",,2010,12.72,"",,2017,9.511,"",
"Industrial water withdrawal (10^9 m3/year)","Argentina","Americas | Southern America | Southern America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,2.5,"",,2000,3.975,"L",,,,"",,2011,4.0,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Chile","Americas | Southern America | Southern America",,,"",,,,"",,,,"",,1975,0.84,"",,,,"",,,,"",,1992,2.211,"",,,,"",,2000,2.324,"L",,2006,4.744,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Paraguay","Americas | Southern America | Southern America",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0301,"",,,,"",,,,"",,2000,0.04,"L",,,,"",,2008,0.154,"I",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Uruguay","Americas | Southern America | Southern America",,,"",,1965,0.0195,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.08,"",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Algeria","World | Africa",,,"",,,,"",,,,"",,,,"",,1980,0.12,"",,,,"",,1990,0.68,"",,,,"",,2000,0.5,"I",,,,"",,2012,0.415,"I","[210]",2017,0.191,"",
"Industrial water withdrawal (10^9 m3/year)","Angola","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.048,"",,,,"",,,,"",,2000,0.1845,"L",,2005,0.2396,"L",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Benin","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.015,"",,,,"",,,,"",,2001,0.03,"I",,,,"",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Botswana","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.023,"",,1995,0.0275,"I",,2000,0.035,"","[211]",2005,0.0389,"L",,2012,0.0363,"",,2017,0.0234,"",
"Industrial water withdrawal (10^9 m3/year)","Burkina Faso","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.0,"",,1992,0.0,"",,1995,0.003,"I",,2000,0.0161,"L",,2005,0.0217,"L",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Burundi","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0,"",,,,"",,,,"",,2000,0.017,"I",,2005,0.015,"L",,,,"",,,,"",
"Industrial water withdrawal (10^9 m3/year)","Cabo Verde","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2001,4.0E-4,"",,,,"",,,,"",,,,"",
