species,source,year,produced mass (tonnes)
Rock sole,captured,1975,11177.0
Shortfin scad,captured,2018,11177.0
Tropical spiny lobsters nei,captured,1989,11176.0
Whiteleg shrimp,captured,1994,11175.0
Northern pink shrimp,captured,1952,11174.0
European flat oyster,cultured,1977,11174.0
Southern bluefin tuna,captured,2013,11174.0
Lemon sole,captured,1987,11173.0
Blue ling,captured,2003,11173.0
Pacific seabobs,captured,1981,11172.0
Ayu sweetfish,captured,2000,11172.0
Asian clam,cultured,1999,11171.0
Giant tiger prawn,captured,1982,11170.0
Grooved carpet shell,cultured,1989,11169.0
Cholga mussel,captured,2016,11168.0
"Triggerfishes, durgons nei",captured,1977,11167.0
Buffalofishes nei,captured,1978,11167.0
Green tiger prawn,captured,2012,11165.0
Common dab,captured,2010,11165.0
Chinese gizzard shad,captured,2013,11160.0
Whiteleg shrimp,cultured,1981,11160.0
Lumpfish(=Lumpsucker),captured,1973,11160.0
Panga seabream,captured,1975,11159.0
Freshwater crustaceans nei,captured,2004,11159.0
Pompanos nei,captured,1995,11159.0
Japanese hard clam,cultured,1971,11158.0
Pargo breams nei,captured,1977,11155.0
Pen shells nei,cultured,2008,11155.0
Piranhas nei,captured,2004,11153.0
Atlantic wolffish,captured,2013,11153.0
Finfishes nei,captured,2008,11153.0
Common dab,captured,2011,11151.0
"Grunts, sweetlips nei",captured,1965,11149.0
Dungeness crab,captured,1955,11149.0
Rainbow smelt,captured,1980,11149.0
Ayu sweetfish,captured,2001,11148.0
Giant river prawn,captured,2011,11147.0
Asian clam,cultured,1994,11147.0
Macha clam,captured,1990,11145.0
Atlantic butterfish,captured,1969,11143.0
Wels(=Som) catfish,captured,2014,11142.0
Surmullets(=Red mullets) nei,captured,2012,11142.0
White hake,captured,1963,11141.0
Trouts nei,cultured,2003,11140.0
Thresher sharks nei,captured,2005,11139.0
European flat oyster,cultured,1981,11137.0
Indian pellona,captured,1995,11136.0
Red pandora,captured,2006,11135.0
Smelts nei,captured,1957,11130.0
Fourfinger threadfin,captured,2011,11130.0
Dorab wolf-herring,captured,1980,11130.0
Carrot squat lobster,captured,2000,11129.0
Dogfish sharks nei,captured,1979,11129.0
"Grunts, sweetlips nei",captured,1964,11128.0
Atlantic croaker,captured,2005,11127.0
Atlantic pomfret,captured,1986,11126.0
Californian anchovy,captured,1999,11125.0
Pacu,cultured,2006,11125.0
Humpback grouper,captured,2013,11123.0
Percoids nei,captured,2015,11122.0
Ocean shrimp,captured,2007,11121.0
Pond smelt,captured,1985,11119.0
Redspotted shrimp,captured,2012,11115.0
Crucian carp,captured,1979,11112.0
Bagrid catfish,captured,2008,11110.0
Kingklip,captured,1977,11109.0
American yellow perch,captured,1960,11108.0
Iceland scallop,captured,1991,11107.0
Lake(=Common) whitefish,captured,1964,11105.0
Imperial surf clam,captured,1998,11104.0
False abalone,captured,1985,11103.0
Rainbow trout,cultured,1956,11101.0
Tarek,captured,1990,11100.0
Threadfin breams nei,captured,1958,11100.0
Starfishes nei,captured,1956,11100.0
Japanese flyingfish,captured,1972,11100.0
Groundfishes nei,captured,1954,11100.0
Tinfoil barb,captured,1968,11100.0
Pacific menhaden,captured,1962,11100.0
Atlantic thread herring,captured,1973,11100.0
Blue ling,captured,1973,11100.0
Japanese flyingfish,captured,1957,11100.0
Blackspot(=red) seabream,captured,1968,11100.0
Japanese scad,captured,1951,11100.0
Horned turban,captured,1969,11100.0
Basking shark,captured,1973,11100.0
Snakeskin gourami,cultured,1976,11100.0
Argentine anchovy,captured,1966,11100.0
Megrims nei,captured,1970,11100.0
Japanese sea cucumber,captured,1966,11100.0
Carangids nei,captured,1953,11100.0
Deep-sea smelt,captured,1973,11100.0
Silver croaker,captured,1968,11100.0
Sea mussels nei,captured,2006,11099.0
Cholga mussel,captured,2012,11097.0
Sand gaper,captured,2005,11096.0
Pandalus shrimps nei,captured,1980,11095.0
Surmullet,captured,1995,11095.0
Indo-Pacific sailfish,captured,1978,11093.0
Little tunny(=Atl.black skipj),captured,1959,11092.0
Atlantic wolffish,captured,2015,11092.0
European seabass,captured,2006,11091.0
African lungfishes,captured,1998,11091.0
South American rock mussel,cultured,2001,11090.0
Piranhas nei,captured,2007,11090.0
Longtail tuna,captured,1974,11088.0
Indian halibut,captured,1995,11088.0
Red codling,captured,1997,11087.0
Silver croaker,captured,1984,11086.0
Southern bluefin tuna,captured,2009,11084.0
Pandalus shrimps nei,captured,1977,11083.0
Tilapias nei,cultured,1966,11083.0
Mangrove red snapper,captured,2009,11083.0
Groundfishes nei,captured,2010,11082.0
Ocean shrimp,captured,2005,11082.0
Common cuttlefish,captured,1987,11082.0
Summer flounder,captured,1986,11080.0
Tadpole codling,captured,1992,11079.0
Giant African threadfin,captured,1999,11077.0
Lake(=Common) whitefish,captured,2009,11076.0
Bastard halibut,captured,2017,11073.0
Lumpfish(=Lumpsucker),captured,1992,11073.0
Imperial surf clam,captured,1991,11070.0
Turbot,captured,1993,11069.0
Glass catfishes,captured,1976,11069.0
"Freshwater prawns, shrimps nei",captured,1976,11068.0
Half-crenated ark,captured,1976,11068.0
Greenback horse mackerel,captured,1984,11068.0
South American rock mussel,cultured,2008,11067.0
South American rock mussel,cultured,2009,11067.0
Fourfinger threadfin,captured,2010,11067.0
Bastard halibut,captured,1985,11067.0
Turbot,captured,1982,11066.0
Lemon sole,captured,2010,11066.0
Wels(=Som) catfish,captured,2015,11063.0
Fourfinger threadfin,captured,1993,11063.0
Tanner crabs nei,captured,1958,11062.0
Lemon sole,captured,1995,11062.0
Japanese sea cucumber,captured,1984,11062.0
Smooth-hounds nei,captured,2013,11059.0
Mangrove red snapper,captured,2011,11059.0
Nile tilapia,cultured,1969,11059.0
West coast sole,captured,2007,11057.0
American angler,captured,2017,11057.0
Golden redfish,captured,1990,11056.0
Atlantic Spanish mackerel,captured,1973,11056.0
Fourfinger threadfin,captured,1992,11055.0
Humpback grouper,captured,2017,11054.53
Surmullet,captured,2000,11054.0
Pink ear emperor,captured,2012,11052.0
Mud carp,cultured,1958,11052.0
Parapenaeopsis shrimps nei,captured,2012,11052.0
Silversides(=Sand smelts) nei,captured,1985,11052.0
Abalones nei,captured,1964,11050.0
Mozambique tilapia,cultured,1982,11049.0
Northern pink shrimp,captured,1951,11048.0
Northern pink shrimp,captured,1965,11048.0
Inflated ark,cultured,1983,11047.0
Australian spiny lobster,captured,1994,11046.0
Whiteleg shrimp,captured,2017,11045.0
Piranhas nei,captured,2010,11042.0
Various sharks nei,captured,1983,11042.0
Bobo croaker,captured,2001,11041.0
Atlantic Spanish mackerel,captured,1968,11041.0
"Freshwater prawns, shrimps nei",captured,1973,11039.0
Striped marlin,captured,2012,11038.0
European conger,captured,2015,11037.0
Devil anglerfish,captured,1988,11036.0
Pacific menhaden,captured,2013,11035.0
Golden redfish,captured,1996,11034.0
Striped weakfish,captured,2008,11033.0
Atlantic wolffish,captured,2017,11033.0
Lake(=Common) whitefish,captured,2005,11032.0
Pacific bluefin tuna,captured,1993,11032.0
Torpedo-shaped catfishes nei,cultured,1973,11032.0
Bastard halibut,captured,1981,11028.0
"Gurnards, searobins nei",captured,2002,11027.0
Lesser African threadfin,captured,1999,11027.0
Southern pink shrimp,captured,2010,11026.0
Australian spiny lobster,captured,1987,11025.0
Tinfoil barb,captured,1988,11024.0
"Antarctic rockcods, noties nei",captured,2017,11024.0
Tropical spiny lobsters nei,captured,1994,11023.0
Metapenaeus shrimps nei,captured,1968,11022.0
Red porgy,captured,1980,11019.0
Atlantic bumper,captured,1988,11017.0
Common cuttlefish,captured,1996,11016.0
Atlantic Spanish mackerel,captured,1994,11015.0
Marine fishes nei,cultured,1981,11012.0
Devil anglerfish,captured,1990,11012.0
Southern king crab,captured,2012,11012.0
Warehou nei,captured,1993,11012.0
Atlantic pomfret,captured,1984,11011.0
Red pandora,captured,2017,11010.0
Vendace,captured,1974,11010.0
Northern pink shrimp,captured,1989,11009.0
Pond smelt,cultured,2014,11003.0
Soles nei,captured,2014,11001.0
Bogue,captured,1951,11000.0
Pargo breams nei,captured,1963,11000.0
European conger,captured,1955,11000.0
European conger,captured,1954,11000.0
Mouthbrooding cichlids,captured,1960,11000.0
Mouthbrooding cichlids,captured,1959,11000.0
Mouthbrooding cichlids,captured,1961,11000.0
Australian spiny lobster,captured,1986,11000.0
Common dab,captured,1967,11000.0
European conger,captured,1951,11000.0
Dagaas (=Kapenta),captured,1950,11000.0
European flying squid,captured,1965,11000.0
Goatfishes,captured,1963,11000.0
Basking shark,captured,1963,11000.0
Castaneta,captured,1970,11000.0
Halfbeaks nei,captured,1964,11000.0
Horned turban,captured,1968,11000.0
Japanese Spanish mackerel,captured,1962,11000.0
Indian scad,captured,1950,11000.0
Indian scad,captured,1965,11000.0
Bastard halibut,captured,1958,11000.0
Hilsa shad,captured,1954,11000.0
Japanese flyingfish,captured,1959,11000.0
Mediterranean mussel,captured,1950,11000.0
Mediterranean mussel,captured,1951,11000.0
White hake,captured,1966,10997.0
Striped marlin,captured,1954,10995.0
Atlantic seabob,captured,1990,10995.0
Indian white prawn,cultured,1998,10993.0
Silver warehou,captured,1998,10993.0
European flounder,captured,1996,10992.0
Euro-American crayfishes nei,captured,1989,10992.0
Grooved carpet shell,cultured,1988,10991.0
Northern shortfin squid,captured,2013,10991.0
"Tambacu, hybrid",cultured,2006,10990.0
Cobia,captured,2007,10989.0
Argentine seabass,captured,1995,10987.0
Freshwater crustaceans nei,captured,2007,10986.0
Wels(=Som) catfish,captured,2013,10986.0
Megrim,captured,1983,10985.0
Tinfoil barb,captured,1987,10983.0
Bastard halibut,captured,1982,10983.0
Spotted wolffish,captured,2009,10981.0
Striped weakfish,captured,2004,10980.0
Pond smelt,captured,1979,10979.0
Calico scallop,captured,1977,10979.0
"Marlins,sailfishes,etc. nei",captured,2013,10978.0
White hake,captured,1960,10977.0
Bastard halibut,captured,1980,10976.0
Kuruma prawn,captured,1989,10976.0
Bastard halibut,captured,1983,10973.0
Surmullets(=Red mullets) nei,captured,2007,10973.0
Scallops nei,captured,2009,10971.0
Mangrove red snapper,captured,2008,10970.0
Ayu sweetfish,cultured,1985,10967.0
Great barracuda,captured,1991,10967.0
Whitespotted conger,captured,2017,10965.0
Japanese sea cucumber,captured,1985,10965.0
Silver seabream,cultured,1978,10964.0
Sea mussels nei,captured,1998,10964.0
Pond smelt,cultured,2008,10962.0
Striped weakfish,captured,1989,10962.0
Pacific sierra,captured,2003,10962.0
Southern bluefin tuna,captured,1991,10961.0
Climbing perch,captured,1981,10958.0
Netted prochilod,captured,2005,10957.0
Southern pink shrimp,captured,1984,10957.0
Moras nei,captured,2017,10954.0
Northern pink shrimp,captured,1959,10953.0
Chocolate hind,captured,1986,10952.0
Pollack,captured,1998,10952.0
Giant African threadfin,captured,1997,10952.0
Silver carp,captured,2000,10951.0
Black seabream,captured,1979,10949.0
Crucian carp,captured,1978,10947.0
Sand gaper,captured,1992,10944.0
Red pandora,captured,1978,10943.0
Atlantic thread herring,captured,2001,10943.0
Netted prochilod,captured,2000,10942.0
Pacific rudderfish,captured,2001,10942.0
Northern quahog(=Hard clam),cultured,1995,10942.0
Turbot,captured,1995,10941.0
Japanese corbicula,captured,2011,10940.0
Striped weakfish,captured,1984,10938.0
Yellowtail flounder,captured,1950,10938.0
Red oyas,cultured,2009,10937.0
Atlantic saury,captured,2003,10937.0
Horned turban,captured,2008,10935.0
Northern pink shrimp,captured,1956,10934.0
Glass catfishes,captured,1979,10933.0
Buffalofishes nei,captured,1975,10928.0
Metapenaeus shrimps nei,captured,1965,10927.0
Indian white prawn,cultured,1994,10926.0
Queenfishes,captured,1982,10926.0
Needlefishes nei,captured,1992,10926.0
Atlantic cod,cultured,2012,10925.7
Asian clam,cultured,1992,10925.0
Whiteleg shrimp,captured,2014,10924.0
Spangled emperor,captured,2009,10923.0
Brine shrimp,captured,2002,10921.0
Gobies nei,captured,1980,10918.0
Queen scallop,captured,1985,10913.0
Northern prawn,captured,1957,10913.0
Black scabbardfish,captured,1992,10912.0
Mud carp,cultured,1969,10911.0
Southern bluefin tuna,captured,2007,10909.0
Lake(=Common) whitefish,captured,1955,10907.0
Common edible cockle,captured,2011,10905.0
King crabs,captured,2010,10905.0
Catla,cultured,1960,10903.0
Kissing gourami,captured,2018,10902.13
Japanese flyingfish,captured,1961,10900.0
Large-eye dentex,captured,1962,10900.0
Yesso scallop,captured,1961,10900.0
Dentex nei,captured,1960,10900.0
Tinfoil barb,captured,1969,10900.0
Deep-sea smelt,captured,1969,10900.0
Panga seabream,captured,1972,10900.0
Silver pomfret,captured,1967,10900.0
Banana prawn,captured,1951,10900.0
Pike-congers nei,captured,1973,10900.0
Bali sardinella,captured,1963,10900.0
Tanner crabs nei,captured,1959,10900.0
Red rock lobster,captured,1968,10900.0
Flyingfishes nei,captured,1954,10900.0
Argentine anchovy,captured,1960,10900.0
Japanese corbicula,captured,1955,10900.0
Various sharks nei,captured,1963,10900.0
Bastard halibut,captured,1959,10900.0
Bigfin reef squid,captured,2002,10899.0
Taca clam,captured,1975,10898.0
Bastard halibuts nei,captured,1998,10897.0
Tinfoil barb,captured,1980,10896.0
Corvina drum,captured,1989,10896.0
Southern bluefin tuna,captured,2008,10894.0
Spotted wolffish,captured,2016,10894.0
Megrim,captured,2002,10893.0
Narrownose smooth-hound,captured,2008,10893.0
King crabs,captured,1998,10893.0
Witch flounder,captured,1955,10893.0
Pangas catfish,cultured,2011,10892.0
Abalones nei,captured,1981,10892.0
Argentine seabass,captured,1983,10891.0
Australian salmon,captured,1990,10891.0
Bastard halibut,captured,1986,10891.0
Striped weakfish,captured,2001,10890.0
Moonfish,captured,1980,10890.0
Australian spiny lobster,captured,1995,10886.0
Lorna drum,captured,2017,10883.0
Japanese hard clam,captured,1966,10882.0
Buffalofishes nei,captured,1986,10882.0
Greasy grouper,captured,2013,10880.0
"Triggerfishes, durgons nei",captured,1978,10879.0
Red pandora,captured,2005,10879.0
Smooth oreo dory,captured,2009,10878.0
Smooth-hounds nei,captured,1996,10877.0
Silver carp,captured,2006,10877.0
Upsidedown catfishes,captured,1981,10877.0
Bluefish,captured,1954,10876.0
"Tambacu, hybrid",cultured,2005,10875.0
Roaches nei,captured,2005,10873.0
American yellow perch,captured,1956,10872.0
Kissing gourami,captured,1974,10872.0
Pacific rudderfish,captured,1999,10871.0
Dentex nei,captured,1992,10871.0
Anglerfishes nei,captured,1986,10870.0
Japanese hard clam,captured,1974,10869.0
Picarels nei,captured,2005,10867.0
Yesso scallop,captured,1970,10865.0
Marine crabs nei,cultured,2013,10862.71
Surmullet,captured,2017,10862.0
Atlantic Spanish mackerel,captured,1992,10862.0
Shallow-water Cape hake,captured,2017,10862.0
Pandoras nei,captured,1977,10861.0
New Zealand mussel,cultured,1985,10860.0
Japanese corbicula,captured,2017,10860.0
Ponyfishes(=Slipmouths),captured,2017,10860.0
King crabs,captured,2005,10859.0
Bagrid catfish,captured,2004,10859.0
Pacific jack mackerel,captured,1984,10859.0
Southern rough shrimp,captured,1972,10859.0
Mozambique tilapia,captured,2008,10858.0
Piranhas nei,captured,2005,10858.0
White hake,captured,1995,10855.0
"Tambacu, hybrid",cultured,2007,10854.0
European seabass,captured,2010,10852.0
Roho labeo,cultured,1960,10852.0
Moonfish,captured,1993,10850.0
Barramundi(=Giant seaperch),captured,1979,10850.0
Red swamp crawfish,cultured,1980,10849.0
"Mojarras, etc. nei",captured,1986,10848.0
Kutum,captured,2018,10848.0
Red porgy,captured,2017,10845.0
Mystacoleucus padangensis,captured,2014,10842.0
Blackspot(=red) seabream,captured,1975,10841.0
Northern shortfin squid,captured,2005,10841.0
Redspotted shrimp,captured,2009,10841.0
Chinook(=Spring=King) salmon,cultured,2014,10840.0
Bastard halibuts nei,captured,2008,10840.0
Abalones nei,captured,1953,10840.0
Pangasius djambal,captured,2007,10839.0
Southern pink shrimp,captured,1991,10838.0
Tropical spiny lobsters nei,captured,1992,10836.0
"Freshwater prawns, shrimps nei",captured,1984,10835.0
Atlantic seabob,captured,1976,10833.0
Monocle breams,captured,2016,10830.0
Japanese sardinella,captured,1984,10829.0
Lake(=Common) whitefish,captured,2008,10829.0
Nilem carp,cultured,1997,10828.0
Argentine seabass,captured,1996,10827.0
Giant river prawn,captured,2012,10823.0
Southern red snapper,captured,1999,10822.0
Northern pink shrimp,captured,1963,10822.0
Giant tiger prawn,captured,1969,10820.0
Pacific menhaden,captured,1981,10820.0
Vendace,captured,1986,10820.0
Silver warehou,captured,2008,10819.0
Climbing perch,cultured,1962,10817.0
"Conger eels, etc. nei",captured,2009,10815.0
Atlantic rock crab,captured,2006,10815.0
Atlantic Spanish mackerel,captured,1990,10814.0
Striped catfish,cultured,1978,10811.0
European flat oyster,cultured,1963,10810.0
Atlantic pomfret,captured,2017,10809.0
Beaked redfish,captured,1970,10809.0
Shallow-water Cape hake,captured,2014,10808.0
Common pandora,captured,1971,10808.0
Orange roughy,captured,2015,10807.0
Peruvian calico scallop,cultured,1996,10806.0
Giant tiger prawn,captured,1966,10806.0
Wels(=Som) catfish,captured,2017,10805.0
Bastard halibut,cultured,1993,10804.0
Lake(=Common) whitefish,captured,1981,10803.0
Cyprinids nei,cultured,1971,10802.0
Needlefishes nei,captured,1995,10802.0
Pangas catfishes nei,captured,1981,10801.0
Giant river prawn,captured,2010,10801.0
Tinfoil barb,captured,1972,10800.0
Eelpout,captured,1972,10800.0
Tonguefishes,captured,1963,10800.0
Black carp,cultured,1963,10800.0
Mouthbrooding cichlids,captured,1962,10800.0
King crabs,captured,1954,10800.0
Atka mackerel,captured,1972,10800.0
Chacunda gizzard shad,captured,2008,10800.0
Carassius spp,cultured,1963,10800.0
Glass catfishes,captured,1961,10800.0
Scomber mackerels nei,captured,1951,10800.0
Atlantic salmon,captured,1950,10800.0
Common pandora,captured,1962,10800.0
Northern shortfin squid,captured,1964,10800.0
Turbot,cultured,2003,10799.0
Wels(=Som) catfish,captured,2016,10798.0
