Year,Measurement type,Value (Spline fit)
275,CO2 concentration (ppm),280.1
276,CO2 concentration (ppm),280.1
277,CO2 concentration (ppm),280.0
278,CO2 concentration (ppm),280.0
279,CO2 concentration (ppm),280.0
280,CO2 concentration (ppm),280.0
281,CO2 concentration (ppm),280.0
282,CO2 concentration (ppm),280.0
283,CO2 concentration (ppm),280.0
284,CO2 concentration (ppm),279.9
285,CO2 concentration (ppm),279.9
286,CO2 concentration (ppm),279.9
287,CO2 concentration (ppm),279.9
288,CO2 concentration (ppm),279.9
289,CO2 concentration (ppm),279.9
290,CO2 concentration (ppm),279.9
291,CO2 concentration (ppm),279.9
292,CO2 concentration (ppm),279.9
293,CO2 concentration (ppm),279.9
294,CO2 concentration (ppm),279.9
295,CO2 concentration (ppm),279.9
296,CO2 concentration (ppm),279.9
297,CO2 concentration (ppm),279.9
298,CO2 concentration (ppm),279.8
299,CO2 concentration (ppm),279.8
300,CO2 concentration (ppm),279.8
301,CO2 concentration (ppm),279.8
302,CO2 concentration (ppm),279.8
303,CO2 concentration (ppm),279.8
304,CO2 concentration (ppm),279.8
305,CO2 concentration (ppm),279.8
306,CO2 concentration (ppm),279.7
307,CO2 concentration (ppm),279.7
308,CO2 concentration (ppm),279.7
309,CO2 concentration (ppm),279.7
310,CO2 concentration (ppm),279.6
311,CO2 concentration (ppm),279.6
312,CO2 concentration (ppm),279.6
313,CO2 concentration (ppm),279.6
314,CO2 concentration (ppm),279.5
315,CO2 concentration (ppm),279.5
316,CO2 concentration (ppm),279.5
317,CO2 concentration (ppm),279.4
318,CO2 concentration (ppm),279.4
319,CO2 concentration (ppm),279.4
320,CO2 concentration (ppm),279.3
321,CO2 concentration (ppm),279.3
322,CO2 concentration (ppm),279.2
323,CO2 concentration (ppm),279.2
324,CO2 concentration (ppm),279.1
325,CO2 concentration (ppm),279.1
326,CO2 concentration (ppm),279.1
327,CO2 concentration (ppm),279.0
328,CO2 concentration (ppm),279.0
329,CO2 concentration (ppm),278.9
330,CO2 concentration (ppm),278.9
331,CO2 concentration (ppm),278.8
332,CO2 concentration (ppm),278.8
333,CO2 concentration (ppm),278.7
334,CO2 concentration (ppm),278.6
335,CO2 concentration (ppm),278.6
336,CO2 concentration (ppm),278.5
337,CO2 concentration (ppm),278.5
338,CO2 concentration (ppm),278.4
339,CO2 concentration (ppm),278.4
340,CO2 concentration (ppm),278.3
341,CO2 concentration (ppm),278.2
342,CO2 concentration (ppm),278.2
343,CO2 concentration (ppm),278.1
344,CO2 concentration (ppm),278.1
345,CO2 concentration (ppm),278.0
346,CO2 concentration (ppm),277.9
347,CO2 concentration (ppm),277.9
348,CO2 concentration (ppm),277.8
349,CO2 concentration (ppm),277.8
350,CO2 concentration (ppm),277.7
351,CO2 concentration (ppm),277.6
352,CO2 concentration (ppm),277.6
353,CO2 concentration (ppm),277.5
354,CO2 concentration (ppm),277.5
355,CO2 concentration (ppm),277.4
356,CO2 concentration (ppm),277.4
357,CO2 concentration (ppm),277.3
358,CO2 concentration (ppm),277.3
359,CO2 concentration (ppm),277.2
360,CO2 concentration (ppm),277.2
361,CO2 concentration (ppm),277.1
362,CO2 concentration (ppm),277.1
363,CO2 concentration (ppm),277.1
364,CO2 concentration (ppm),277.0
365,CO2 concentration (ppm),277.0
366,CO2 concentration (ppm),277.0
367,CO2 concentration (ppm),276.9
368,CO2 concentration (ppm),276.9
369,CO2 concentration (ppm),276.9
370,CO2 concentration (ppm),276.8
371,CO2 concentration (ppm),276.8
372,CO2 concentration (ppm),276.8
373,CO2 concentration (ppm),276.8
374,CO2 concentration (ppm),276.7
375,CO2 concentration (ppm),276.7
376,CO2 concentration (ppm),276.7
377,CO2 concentration (ppm),276.7
378,CO2 concentration (ppm),276.7
379,CO2 concentration (ppm),276.7
380,CO2 concentration (ppm),276.7
381,CO2 concentration (ppm),276.7
382,CO2 concentration (ppm),276.6
383,CO2 concentration (ppm),276.6
384,CO2 concentration (ppm),276.6
385,CO2 concentration (ppm),276.6
386,CO2 concentration (ppm),276.6
387,CO2 concentration (ppm),276.6
388,CO2 concentration (ppm),276.6
389,CO2 concentration (ppm),276.6
390,CO2 concentration (ppm),276.6
391,CO2 concentration (ppm),276.6
392,CO2 concentration (ppm),276.6
393,CO2 concentration (ppm),276.6
394,CO2 concentration (ppm),276.6
395,CO2 concentration (ppm),276.6
396,CO2 concentration (ppm),276.6
397,CO2 concentration (ppm),276.7
398,CO2 concentration (ppm),276.7
399,CO2 concentration (ppm),276.7
400,CO2 concentration (ppm),276.7
401,CO2 concentration (ppm),276.7
402,CO2 concentration (ppm),276.7
403,CO2 concentration (ppm),276.7
404,CO2 concentration (ppm),276.7
405,CO2 concentration (ppm),276.7
406,CO2 concentration (ppm),276.7
407,CO2 concentration (ppm),276.7
408,CO2 concentration (ppm),276.8
409,CO2 concentration (ppm),276.8
410,CO2 concentration (ppm),276.8
411,CO2 concentration (ppm),276.8
412,CO2 concentration (ppm),276.8
413,CO2 concentration (ppm),276.8
414,CO2 concentration (ppm),276.8
415,CO2 concentration (ppm),276.8
416,CO2 concentration (ppm),276.8
417,CO2 concentration (ppm),276.8
418,CO2 concentration (ppm),276.8
419,CO2 concentration (ppm),276.9
420,CO2 concentration (ppm),276.9
421,CO2 concentration (ppm),276.9
422,CO2 concentration (ppm),276.9
423,CO2 concentration (ppm),276.9
424,CO2 concentration (ppm),276.9
425,CO2 concentration (ppm),276.9
426,CO2 concentration (ppm),276.9
427,CO2 concentration (ppm),276.9
428,CO2 concentration (ppm),276.9
429,CO2 concentration (ppm),276.9
430,CO2 concentration (ppm),276.9
431,CO2 concentration (ppm),276.9
432,CO2 concentration (ppm),276.9
433,CO2 concentration (ppm),276.9
434,CO2 concentration (ppm),276.9
435,CO2 concentration (ppm),276.9
436,CO2 concentration (ppm),276.9
437,CO2 concentration (ppm),276.9
438,CO2 concentration (ppm),276.9
439,CO2 concentration (ppm),276.9
440,CO2 concentration (ppm),276.9
441,CO2 concentration (ppm),276.9
442,CO2 concentration (ppm),276.9
443,CO2 concentration (ppm),276.8
444,CO2 concentration (ppm),276.8
445,CO2 concentration (ppm),276.8
446,CO2 concentration (ppm),276.8
447,CO2 concentration (ppm),276.8
448,CO2 concentration (ppm),276.8
449,CO2 concentration (ppm),276.8
450,CO2 concentration (ppm),276.8
451,CO2 concentration (ppm),276.8
452,CO2 concentration (ppm),276.8
453,CO2 concentration (ppm),276.8
454,CO2 concentration (ppm),276.8
455,CO2 concentration (ppm),276.7
456,CO2 concentration (ppm),276.7
457,CO2 concentration (ppm),276.7
458,CO2 concentration (ppm),276.7
459,CO2 concentration (ppm),276.7
460,CO2 concentration (ppm),276.7
461,CO2 concentration (ppm),276.7
462,CO2 concentration (ppm),276.7
463,CO2 concentration (ppm),276.7
464,CO2 concentration (ppm),276.7
465,CO2 concentration (ppm),276.7
466,CO2 concentration (ppm),276.7
467,CO2 concentration (ppm),276.7
468,CO2 concentration (ppm),276.7
469,CO2 concentration (ppm),276.7
470,CO2 concentration (ppm),276.7
471,CO2 concentration (ppm),276.7
472,CO2 concentration (ppm),276.7
473,CO2 concentration (ppm),276.7
474,CO2 concentration (ppm),276.6
475,CO2 concentration (ppm),276.6
476,CO2 concentration (ppm),276.6
477,CO2 concentration (ppm),276.6
478,CO2 concentration (ppm),276.6
479,CO2 concentration (ppm),276.6
480,CO2 concentration (ppm),276.6
481,CO2 concentration (ppm),276.6
482,CO2 concentration (ppm),276.6
483,CO2 concentration (ppm),276.6
484,CO2 concentration (ppm),276.6
485,CO2 concentration (ppm),276.6
486,CO2 concentration (ppm),276.6
487,CO2 concentration (ppm),276.6
488,CO2 concentration (ppm),276.6
489,CO2 concentration (ppm),276.6
490,CO2 concentration (ppm),276.5
491,CO2 concentration (ppm),276.5
492,CO2 concentration (ppm),276.5
493,CO2 concentration (ppm),276.5
494,CO2 concentration (ppm),276.5
495,CO2 concentration (ppm),276.5
496,CO2 concentration (ppm),276.5
497,CO2 concentration (ppm),276.5
498,CO2 concentration (ppm),276.4
499,CO2 concentration (ppm),276.4
500,CO2 concentration (ppm),276.4
501,CO2 concentration (ppm),276.4
502,CO2 concentration (ppm),276.3
503,CO2 concentration (ppm),276.3
504,CO2 concentration (ppm),276.3
505,CO2 concentration (ppm),276.3
506,CO2 concentration (ppm),276.3
507,CO2 concentration (ppm),276.2
508,CO2 concentration (ppm),276.2
509,CO2 concentration (ppm),276.2
510,CO2 concentration (ppm),276.1
511,CO2 concentration (ppm),276.1
512,CO2 concentration (ppm),276.1
513,CO2 concentration (ppm),276.1
514,CO2 concentration (ppm),276.0
515,CO2 concentration (ppm),276.0
516,CO2 concentration (ppm),276.0
517,CO2 concentration (ppm),276.0
518,CO2 concentration (ppm),276.0
519,CO2 concentration (ppm),275.9
520,CO2 concentration (ppm),275.9
521,CO2 concentration (ppm),275.9
522,CO2 concentration (ppm),275.9
523,CO2 concentration (ppm),275.9
524,CO2 concentration (ppm),275.9
525,CO2 concentration (ppm),275.9
526,CO2 concentration (ppm),275.9
527,CO2 concentration (ppm),275.9
528,CO2 concentration (ppm),275.9
529,CO2 concentration (ppm),275.9
530,CO2 concentration (ppm),275.9
531,CO2 concentration (ppm),275.9
532,CO2 concentration (ppm),275.9
533,CO2 concentration (ppm),275.9
534,CO2 concentration (ppm),275.9
535,CO2 concentration (ppm),276.0
536,CO2 concentration (ppm),276.0
537,CO2 concentration (ppm),276.0
538,CO2 concentration (ppm),276.1
539,CO2 concentration (ppm),276.1
540,CO2 concentration (ppm),276.1
541,CO2 concentration (ppm),276.2
542,CO2 concentration (ppm),276.2
543,CO2 concentration (ppm),276.3
544,CO2 concentration (ppm),276.3
545,CO2 concentration (ppm),276.4
546,CO2 concentration (ppm),276.4
547,CO2 concentration (ppm),276.5
548,CO2 concentration (ppm),276.6
549,CO2 concentration (ppm),276.6
550,CO2 concentration (ppm),276.7
551,CO2 concentration (ppm),276.7
552,CO2 concentration (ppm),276.8
553,CO2 concentration (ppm),276.9
554,CO2 concentration (ppm),276.9
555,CO2 concentration (ppm),277.0
556,CO2 concentration (ppm),277.0
557,CO2 concentration (ppm),277.1
558,CO2 concentration (ppm),277.2
559,CO2 concentration (ppm),277.2
560,CO2 concentration (ppm),277.3
561,CO2 concentration (ppm),277.3
562,CO2 concentration (ppm),277.4
563,CO2 concentration (ppm),277.4
564,CO2 concentration (ppm),277.4
565,CO2 concentration (ppm),277.5
566,CO2 concentration (ppm),277.5
567,CO2 concentration (ppm),277.5
568,CO2 concentration (ppm),277.6
569,CO2 concentration (ppm),277.6
570,CO2 concentration (ppm),277.6
571,CO2 concentration (ppm),277.6
572,CO2 concentration (ppm),277.6
573,CO2 concentration (ppm),277.6
574,CO2 concentration (ppm),277.6
575,CO2 concentration (ppm),277.6
576,CO2 concentration (ppm),277.5
577,CO2 concentration (ppm),277.5
578,CO2 concentration (ppm),277.5
579,CO2 concentration (ppm),277.5
580,CO2 concentration (ppm),277.4
581,CO2 concentration (ppm),277.4
582,CO2 concentration (ppm),277.4
583,CO2 concentration (ppm),277.3
584,CO2 concentration (ppm),277.3
585,CO2 concentration (ppm),277.2
586,CO2 concentration (ppm),277.2
587,CO2 concentration (ppm),277.2
588,CO2 concentration (ppm),277.1
589,CO2 concentration (ppm),277.1
590,CO2 concentration (ppm),277.0
591,CO2 concentration (ppm),277.0
592,CO2 concentration (ppm),277.0
593,CO2 concentration (ppm),277.0
594,CO2 concentration (ppm),276.9
595,CO2 concentration (ppm),276.9
596,CO2 concentration (ppm),276.9
597,CO2 concentration (ppm),276.9
598,CO2 concentration (ppm),276.9
599,CO2 concentration (ppm),276.9
600,CO2 concentration (ppm),276.9
601,CO2 concentration (ppm),276.9
602,CO2 concentration (ppm),276.9
603,CO2 concentration (ppm),276.9
604,CO2 concentration (ppm),277.0
605,CO2 concentration (ppm),277.0
606,CO2 concentration (ppm),277.0
607,CO2 concentration (ppm),277.0
608,CO2 concentration (ppm),277.1
609,CO2 concentration (ppm),277.1
610,CO2 concentration (ppm),277.2
611,CO2 concentration (ppm),277.2
612,CO2 concentration (ppm),277.2
613,CO2 concentration (ppm),277.3
614,CO2 concentration (ppm),277.3
615,CO2 concentration (ppm),277.4
616,CO2 concentration (ppm),277.4
617,CO2 concentration (ppm),277.5
618,CO2 concentration (ppm),277.5
619,CO2 concentration (ppm),277.6
620,CO2 concentration (ppm),277.6
621,CO2 concentration (ppm),277.7
622,CO2 concentration (ppm),277.8
623,CO2 concentration (ppm),277.8
624,CO2 concentration (ppm),277.9
625,CO2 concentration (ppm),277.9
626,CO2 concentration (ppm),278.0
627,CO2 concentration (ppm),278.0
628,CO2 concentration (ppm),278.1
629,CO2 concentration (ppm),278.1
630,CO2 concentration (ppm),278.2
631,CO2 concentration (ppm),278.2
632,CO2 concentration (ppm),278.3
633,CO2 concentration (ppm),278.3
634,CO2 concentration (ppm),278.4
635,CO2 concentration (ppm),278.4
636,CO2 concentration (ppm),278.5
637,CO2 concentration (ppm),278.5
638,CO2 concentration (ppm),278.6
639,CO2 concentration (ppm),278.6
640,CO2 concentration (ppm),278.6
641,CO2 concentration (ppm),278.7
642,CO2 concentration (ppm),278.7
643,CO2 concentration (ppm),278.7
644,CO2 concentration (ppm),278.8
645,CO2 concentration (ppm),278.8
646,CO2 concentration (ppm),278.8
647,CO2 concentration (ppm),278.9
648,CO2 concentration (ppm),278.9
649,CO2 concentration (ppm),278.9
650,CO2 concentration (ppm),279.0
651,CO2 concentration (ppm),279.0
652,CO2 concentration (ppm),279.0
653,CO2 concentration (ppm),279.0
654,CO2 concentration (ppm),279.1
655,CO2 concentration (ppm),279.1
656,CO2 concentration (ppm),279.1
657,CO2 concentration (ppm),279.1
658,CO2 concentration (ppm),279.2
659,CO2 concentration (ppm),279.2
660,CO2 concentration (ppm),279.2
661,CO2 concentration (ppm),279.2
662,CO2 concentration (ppm),279.3
663,CO2 concentration (ppm),279.3
664,CO2 concentration (ppm),279.3
665,CO2 concentration (ppm),279.3
666,CO2 concentration (ppm),279.4
667,CO2 concentration (ppm),279.4
668,CO2 concentration (ppm),279.4
669,CO2 concentration (ppm),279.4
670,CO2 concentration (ppm),279.5
671,CO2 concentration (ppm),279.5
672,CO2 concentration (ppm),279.5
673,CO2 concentration (ppm),279.5
674,CO2 concentration (ppm),279.5
675,CO2 concentration (ppm),279.6
676,CO2 concentration (ppm),279.6
677,CO2 concentration (ppm),279.6
678,CO2 concentration (ppm),279.6
679,CO2 concentration (ppm),279.6
680,CO2 concentration (ppm),279.7
681,CO2 concentration (ppm),279.7
682,CO2 concentration (ppm),279.7
683,CO2 concentration (ppm),279.7
684,CO2 concentration (ppm),279.7
685,CO2 concentration (ppm),279.7
686,CO2 concentration (ppm),279.7
687,CO2 concentration (ppm),279.8
688,CO2 concentration (ppm),279.8
689,CO2 concentration (ppm),279.8
690,CO2 concentration (ppm),279.8
691,CO2 concentration (ppm),279.8
692,CO2 concentration (ppm),279.8
693,CO2 concentration (ppm),279.8
694,CO2 concentration (ppm),279.8
695,CO2 concentration (ppm),279.7
696,CO2 concentration (ppm),279.7
697,CO2 concentration (ppm),279.7
698,CO2 concentration (ppm),279.7
699,CO2 concentration (ppm),279.7
700,CO2 concentration (ppm),279.7
701,CO2 concentration (ppm),279.6
702,CO2 concentration (ppm),279.6
703,CO2 concentration (ppm),279.6
704,CO2 concentration (ppm),279.5
705,CO2 concentration (ppm),279.5
706,CO2 concentration (ppm),279.5
707,CO2 concentration (ppm),279.4
708,CO2 concentration (ppm),279.4
709,CO2 concentration (ppm),279.3
710,CO2 concentration (ppm),279.3
711,CO2 concentration (ppm),279.3
712,CO2 concentration (ppm),279.2
713,CO2 concentration (ppm),279.2
714,CO2 concentration (ppm),279.1
715,CO2 concentration (ppm),279.1
716,CO2 concentration (ppm),279.0
717,CO2 concentration (ppm),279.0
718,CO2 concentration (ppm),278.9
719,CO2 concentration (ppm),278.9
720,CO2 concentration (ppm),278.9
721,CO2 concentration (ppm),278.8
722,CO2 concentration (ppm),278.8
723,CO2 concentration (ppm),278.7
724,CO2 concentration (ppm),278.7
725,CO2 concentration (ppm),278.7
726,CO2 concentration (ppm),278.6
727,CO2 concentration (ppm),278.6
728,CO2 concentration (ppm),278.6
729,CO2 concentration (ppm),278.5
730,CO2 concentration (ppm),278.5
731,CO2 concentration (ppm),278.5
732,CO2 concentration (ppm),278.5
733,CO2 concentration (ppm),278.4
734,CO2 concentration (ppm),278.4
735,CO2 concentration (ppm),278.4
736,CO2 concentration (ppm),278.4
737,CO2 concentration (ppm),278.4
738,CO2 concentration (ppm),278.4
739,CO2 concentration (ppm),278.4
740,CO2 concentration (ppm),278.4
741,CO2 concentration (ppm),278.4
742,CO2 concentration (ppm),278.4
743,CO2 concentration (ppm),278.4
744,CO2 concentration (ppm),278.4
745,CO2 concentration (ppm),278.4
746,CO2 concentration (ppm),278.4
747,CO2 concentration (ppm),278.4
748,CO2 concentration (ppm),278.4
749,CO2 concentration (ppm),278.4
750,CO2 concentration (ppm),278.4
751,CO2 concentration (ppm),278.4
752,CO2 concentration (ppm),278.4
753,CO2 concentration (ppm),278.4
754,CO2 concentration (ppm),278.4
755,CO2 concentration (ppm),278.4
756,CO2 concentration (ppm),278.4
757,CO2 concentration (ppm),278.4
758,CO2 concentration (ppm),278.5
759,CO2 concentration (ppm),278.5
760,CO2 concentration (ppm),278.5
761,CO2 concentration (ppm),278.5
762,CO2 concentration (ppm),278.5
763,CO2 concentration (ppm),278.5
764,CO2 concentration (ppm),278.5
765,CO2 concentration (ppm),278.5
766,CO2 concentration (ppm),278.5
767,CO2 concentration (ppm),278.5
768,CO2 concentration (ppm),278.5
769,CO2 concentration (ppm),278.5
770,CO2 concentration (ppm),278.5
771,CO2 concentration (ppm),278.5
772,CO2 concentration (ppm),278.5
773,CO2 concentration (ppm),278.5
774,CO2 concentration (ppm),278.5
775,CO2 concentration (ppm),278.5
776,CO2 concentration (ppm),278.5
777,CO2 concentration (ppm),278.5
778,CO2 concentration (ppm),278.5
779,CO2 concentration (ppm),278.5
780,CO2 concentration (ppm),278.5
781,CO2 concentration (ppm),278.5
782,CO2 concentration (ppm),278.5
783,CO2 concentration (ppm),278.5
784,CO2 concentration (ppm),278.5
785,CO2 concentration (ppm),278.5
786,CO2 concentration (ppm),278.5
787,CO2 concentration (ppm),278.5
788,CO2 concentration (ppm),278.5
789,CO2 concentration (ppm),278.5
790,CO2 concentration (ppm),278.5
791,CO2 concentration (ppm),278.5
792,CO2 concentration (ppm),278.5
793,CO2 concentration (ppm),278.5
794,CO2 concentration (ppm),278.5
795,CO2 concentration (ppm),278.5
796,CO2 concentration (ppm),278.5
797,CO2 concentration (ppm),278.5
798,CO2 concentration (ppm),278.5
799,CO2 concentration (ppm),278.5
800,CO2 concentration (ppm),278.5
801,CO2 concentration (ppm),278.5
802,CO2 concentration (ppm),278.5
803,CO2 concentration (ppm),278.5
804,CO2 concentration (ppm),278.5
805,CO2 concentration (ppm),278.6
806,CO2 concentration (ppm),278.6
807,CO2 concentration (ppm),278.6
808,CO2 concentration (ppm),278.6
809,CO2 concentration (ppm),278.6
810,CO2 concentration (ppm),278.6
811,CO2 concentration (ppm),278.6
812,CO2 concentration (ppm),278.7
813,CO2 concentration (ppm),278.7
814,CO2 concentration (ppm),278.7
815,CO2 concentration (ppm),278.7
816,CO2 concentration (ppm),278.7
817,CO2 concentration (ppm),278.7
818,CO2 concentration (ppm),278.8
819,CO2 concentration (ppm),278.8
820,CO2 concentration (ppm),278.8
821,CO2 concentration (ppm),278.8
822,CO2 concentration (ppm),278.8
823,CO2 concentration (ppm),278.9
824,CO2 concentration (ppm),278.9
825,CO2 concentration (ppm),278.9
826,CO2 concentration (ppm),278.9
827,CO2 concentration (ppm),278.9
828,CO2 concentration (ppm),279.0
829,CO2 concentration (ppm),279.0
830,CO2 concentration (ppm),279.0
831,CO2 concentration (ppm),279.0
832,CO2 concentration (ppm),279.0
833,CO2 concentration (ppm),279.0
834,CO2 concentration (ppm),279.1
835,CO2 concentration (ppm),279.1
836,CO2 concentration (ppm),279.1
837,CO2 concentration (ppm),279.1
838,CO2 concentration (ppm),279.1
839,CO2 concentration (ppm),279.1
