country,year,population
Dominican Republic,1829,103000
Ecuador,1829,579000
Egypt,1829,4320000
El Salvador,1829,279000
Equatorial Guinea,1829,87900
Eritrea,1829,297000
Estonia,1829,372000
Ethiopia,1829,13700000
Fiji,1829,137000
Finland,1829,1340000
France,1829,33100000
Gabon,1829,191000
Gambia,1829,106000
Georgia,1829,1160000
Germany,1829,27700000
Ghana,1829,2010000
Greece,1829,2510000
Grenada,1829,30400
Guatemala,1829,643000
Guinea,1829,997000
Guinea-Bissau,1829,216000
Guyana,1829,131000
Haiti,1829,782000
Holy See,1829,905
Honduras,1829,180000
Hungary,1829,4430000
Iceland,1829,59400
India,1829,217000000
Indonesia,1829,18300000
Iran,1829,6830000
Iraq,1829,1140000
Ireland,1829,7750000
Israel,1829,210000
Italy,1829,21400000
Jamaica,1829,390000
Japan,1829,31300000
Jordan,1829,239000
Kazakhstan,1829,2220000
Kenya,1829,3000000
Kiribati,1829,18700
Kuwait,1829,81300
Kyrgyz Republic,1829,576000
Lao,1829,512000
Latvia,1829,684000
Lebanon,1829,354000
Lesotho,1829,242000
Liberia,1829,318000
Libya,1829,244000
Liechtenstein,1829,6190
Lithuania,1829,889000
Luxembourg,1829,164000
Madagascar,1829,1920000
Malawi,1829,1370000
Malaysia,1829,345000
Maldives,1829,44700
Mali,1829,1430000
Malta,1829,141000
Marshall Islands,1829,7170
Mauritania,1829,352000
Mauritius,1829,92800
Mexico,1829,6420000
"Micronesia, Fed. Sts.",1829,17100
Moldova,1829,774000
Monaco,1829,8680
Mongolia,1829,628000
Montenegro,1829,146000
Morocco,1829,2740000
Mozambique,1829,2680000
Myanmar,1829,3630000
Namibia,1829,156000
Nauru,1829,1850
Nepal,1829,4020000
Netherlands,1829,2600000
New Zealand,1829,99300
Nicaragua,1829,215000
Niger,1829,895000
Nigeria,1829,12500000
North Korea,1829,4370000
North Macedonia,1829,424000
Norway,1829,1110000
Oman,1829,326000
Pakistan,1829,14100000
Palau,1829,4050
Palestine,1829,166000
Panama,1829,93300
Papua New Guinea,1829,757000
Paraguay,1829,187000
Peru,1829,1380000
Philippines,1829,2550000
Poland,1829,11100000
Portugal,1829,3470000
Qatar,1829,14100
Romania,1829,6840000
Russia,1829,34100000
Rwanda,1829,1080000
Samoa,1829,47100
San Marino,1829,5890
Sao Tome and Principe,1829,24200
Saudi Arabia,1829,2130000
Senegal,1829,986000
Serbia,1829,2110000
Seychelles,1829,12900
Sierra Leone,1829,790000
Singapore,1829,36200
Slovak Republic,1829,2210000
Slovenia,1829,508000
Solomon Islands,1829,62800
Somalia,1829,1120000
South Africa,1829,1890000
South Korea,1829,9440000
South Sudan,1829,1100000
Spain,1829,13000000
Sri Lanka,1829,1450000
St. Kitts and Nevis,1829,20100
St. Lucia,1829,24000
St. Vincent and the Grenadines,1829,27000
Sudan,1829,4270000
Suriname,1829,82000
Swaziland,1829,73900
Sweden,1829,2840000
Switzerland,1829,2090000
Syria,1829,1380000
Tajikistan,1829,507000
Tanzania,1829,3610000
Thailand,1829,4830000
Timor-Leste,1829,155000
Togo,1829,463000
Tonga,1829,18500
Trinidad and Tobago,1829,65400
Tunisia,1829,940000
Turkey,1829,10400000
Turkmenistan,1829,399000
Tuvalu,1829,2610
Uganda,1829,2330000
Ukraine,1829,12200000
United Arab Emirates,1829,40200
United Kingdom,1829,23800000
United States,1829,12900000
Uruguay,1829,71600
Uzbekistan,1829,2080000
Vanuatu,1829,30400
Venezuela,1829,871000
Vietnam,1829,6380000
Yemen,1829,2640000
Zambia,1829,1160000
Zimbabwe,1829,938000
Afghanistan,1830,3430000
Albania,1830,457000
Algeria,1830,2740000
Andorra,1830,2850
Angola,1830,1810000
Antigua and Barbuda,1830,37000
Argentina,1830,635000
Armenia,1830,453000
Australia,1830,335000
Austria,1830,3540000
Azerbaijan,1830,964000
Bahamas,1830,27600
Bahrain,1830,64500
Bangladesh,1830,20900000
Barbados,1830,96900
Belarus,1830,2580000
Belgium,1830,3750000
Belize,1830,25600
Benin,1830,684000
Bhutan,1830,373000
Bolivia,1830,1180000
Bosnia and Herzegovina,1830,906000
Botswana,1830,108000
Brazil,1830,5280000
Brunei,1830,2790
Bulgaria,1830,2290000
Burkina Faso,1830,1730000
Burundi,1830,1040000
Cambodia,1830,2140000
Cameroon,1830,2120000
Canada,1830,1170000
Cape Verde,1830,61900
Central African Republic,1830,598000
Chad,1830,1640000
Chile,1830,964000
China,1830,407000000
Colombia,1830,1670000
Comoros,1830,57500
"Congo, Dem. Rep.",1830,6030000
"Congo, Rep.",1830,369000
Costa Rica,1830,77900
Cote d'Ivoire,1830,1070000
Croatia,1830,1340000
Cuba,1830,978000
Cyprus,1830,185000
Czech Republic,1830,6000000
Denmark,1830,1270000
Djibouti,1830,27600
Dominica,1830,21000
Dominican Republic,1830,105000
Ecuador,1830,589000
Egypt,1830,4330000
El Salvador,1830,282000
Equatorial Guinea,1830,88800
Eritrea,1830,309000
Estonia,1830,377000
Ethiopia,1830,13900000
Fiji,1830,138000
Finland,1830,1360000
France,1830,33300000
Gabon,1830,195000
Gambia,1830,106000
Georgia,1830,1170000
Germany,1830,28000000
Ghana,1830,2000000
Greece,1830,2530000
Grenada,1830,30600
Guatemala,1830,648000
Guinea,1830,999000
Guinea-Bissau,1830,216000
Guyana,1830,128000
Haiti,1830,789000
Holy See,1830,905
Honduras,1830,186000
Hungary,1830,4460000
Iceland,1830,59200
India,1830,218000000
Indonesia,1830,18500000
Iran,1830,6860000
Iraq,1830,1140000
Ireland,1830,7810000
Israel,1830,210000
Italy,1830,21500000
Jamaica,1830,389000
Japan,1830,31300000
Jordan,1830,242000
Kazakhstan,1830,2240000
Kenya,1830,3020000
Kiribati,1830,18800
Kuwait,1830,81300
Kyrgyz Republic,1830,581000
Lao,1830,517000
Latvia,1830,695000
Lebanon,1830,357000
Lesotho,1830,239000
Liberia,1830,319000
Libya,1830,245000
Liechtenstein,1830,6230
Lithuania,1830,902000
Luxembourg,1830,168000
Madagascar,1830,1950000
Malawi,1830,1400000
Malaysia,1830,352000
Maldives,1830,45000
Mali,1830,1440000
Malta,1830,142000
Marshall Islands,1830,7340
Mauritania,1830,348000
Mauritius,1830,93900
Mexico,1830,6430000
"Micronesia, Fed. Sts.",1830,17200
Moldova,1830,781000
Monaco,1830,8790
Mongolia,1830,629000
Montenegro,1830,148000
Morocco,1830,2740000
Mozambique,1830,2760000
Myanmar,1830,3640000
Namibia,1830,154000
Nauru,1830,1850
Nepal,1830,4030000
Netherlands,1830,2630000
New Zealand,1830,97900
Nicaragua,1830,218000
Niger,1830,899000
Nigeria,1830,12600000
North Korea,1830,4380000
North Macedonia,1830,428000
Norway,1830,1120000
Oman,1830,327000
Pakistan,1830,14100000
Palau,1830,4070
Palestine,1830,166000
Panama,1830,94000
Papua New Guinea,1830,758000
Paraguay,1830,193000
Peru,1830,1410000
Philippines,1830,2600000
Poland,1830,11200000
Portugal,1830,3490000
Qatar,1830,14100
Romania,1830,6890000
Russia,1830,34400000
Rwanda,1830,1090000
Samoa,1830,47100
San Marino,1830,5930
Sao Tome and Principe,1830,24400
Saudi Arabia,1830,2140000
Senegal,1830,983000
Serbia,1830,2100000
Seychelles,1830,13000
Sierra Leone,1830,789000
Singapore,1830,37000
Slovak Republic,1830,2220000
Slovenia,1830,513000
Solomon Islands,1830,63500
Somalia,1830,1140000
South Africa,1830,1930000
South Korea,1830,9440000
South Sudan,1830,1100000
Spain,1830,13000000
Sri Lanka,1830,1480000
St. Kitts and Nevis,1830,20400
St. Lucia,1830,24000
St. Vincent and the Grenadines,1830,27100
Sudan,1830,4290000
Suriname,1830,82200
Swaziland,1830,73500
Sweden,1830,2870000
Switzerland,1830,2100000
Syria,1830,1380000
Tajikistan,1830,511000
Tanzania,1830,3680000
Thailand,1830,4850000
Timor-Leste,1830,157000
Togo,1830,465000
Tonga,1830,18500
Trinidad and Tobago,1830,66000
Tunisia,1830,948000
Turkey,1830,10400000
Turkmenistan,1830,402000
Tuvalu,1830,2620
Uganda,1830,2360000
Ukraine,1830,12300000
United Arab Emirates,1830,40200
United Kingdom,1830,24100000
United States,1830,13200000
Uruguay,1830,73700
Uzbekistan,1830,2100000
Vanuatu,1830,30600
Venezuela,1830,893000
Vietnam,1830,6360000
Yemen,1830,2640000
Zambia,1830,1180000
Zimbabwe,1830,923000
Afghanistan,1831,3450000
Albania,1831,459000
Algeria,1831,2740000
Andorra,1831,2870
Angola,1831,1840000
Antigua and Barbuda,1831,37000
Argentina,1831,647000
Armenia,1831,457000
Australia,1831,340000
Austria,1831,3560000
Azerbaijan,1831,973000
Bahamas,1831,27600
Bahrain,1831,64500
Bangladesh,1831,21000000
Barbados,1831,98500
Belarus,1831,2600000
Belgium,1831,3780000
Belize,1831,25700
Benin,1831,689000
Bhutan,1831,371000
Bolivia,1831,1190000
Bosnia and Herzegovina,1831,911000
Botswana,1831,108000
Brazil,1831,5360000
Brunei,1831,2850
Bulgaria,1831,2300000
Burkina Faso,1831,1730000
Burundi,1831,1060000
Cambodia,1831,2140000
Cameroon,1831,2150000
Canada,1831,1220000
Cape Verde,1831,62600
Central African Republic,1831,612000
Chad,1831,1640000
Chile,1831,985000
China,1831,409000000
Colombia,1831,1700000
Comoros,1831,57700
"Congo, Dem. Rep.",1831,6130000
"Congo, Rep.",1831,375000
Costa Rica,1831,79500
Cote d'Ivoire,1831,1070000
Croatia,1831,1350000
Cuba,1831,998000
Cyprus,1831,185000
Czech Republic,1831,6030000
Denmark,1831,1280000
Djibouti,1831,28200
Dominica,1831,21100
Dominican Republic,1831,107000
Ecuador,1831,599000
Egypt,1831,4350000
El Salvador,1831,286000
Equatorial Guinea,1831,89700
Eritrea,1831,322000
Estonia,1831,381000
Ethiopia,1831,14100000
Fiji,1831,138000
Finland,1831,1370000
France,1831,33400000
Gabon,1831,200000
Gambia,1831,106000
Georgia,1831,1190000
Germany,1831,28300000
Ghana,1831,2000000
Greece,1831,2560000
Grenada,1831,30700
Guatemala,1831,654000
Guinea,1831,1000000
Guinea-Bissau,1831,215000
Guyana,1831,124000
Haiti,1831,795000
Holy See,1831,905
Honduras,1831,192000
Hungary,1831,4490000
Iceland,1831,59000
India,1831,218000000
Indonesia,1831,18600000
Iran,1831,6890000
Iraq,1831,1150000
Ireland,1831,7870000
Israel,1831,210000
Italy,1831,21700000
Jamaica,1831,388000
Japan,1831,31400000
Jordan,1831,244000
Kazakhstan,1831,2260000
Kenya,1831,3030000
Kiribati,1831,18800
Kuwait,1831,81300
Kyrgyz Republic,1831,586000
Lao,1831,522000
Latvia,1831,706000
Lebanon,1831,359000
Lesotho,1831,235000
Liberia,1831,320000
Libya,1831,246000
Liechtenstein,1831,6270
Lithuania,1831,915000
Luxembourg,1831,170000
Madagascar,1831,1980000
Malawi,1831,1430000
Malaysia,1831,360000
Maldives,1831,45200
Mali,1831,1440000
Malta,1831,143000
Marshall Islands,1831,7510
Mauritania,1831,345000
Mauritius,1831,95300
Mexico,1831,6460000
"Micronesia, Fed. Sts.",1831,17300
Moldova,1831,788000
Monaco,1831,8890
Mongolia,1831,629000
Montenegro,1831,150000
Morocco,1831,2750000
Mozambique,1831,2830000
Myanmar,1831,3660000
Namibia,1831,151000
Nauru,1831,1850
Nepal,1831,4050000
Netherlands,1831,2660000
New Zealand,1831,95900
Nicaragua,1831,222000
Niger,1831,904000
Nigeria,1831,12600000
North Korea,1831,4380000
North Macedonia,1831,432000
Norway,1831,1130000
Oman,1831,328000
Pakistan,1831,14200000
Palau,1831,4090
Palestine,1831,166000
Panama,1831,94600
Papua New Guinea,1831,758000
Paraguay,1831,199000
Peru,1831,1450000
Philippines,1831,2640000
Poland,1831,11300000
Portugal,1831,3510000
Qatar,1831,14100
Romania,1831,6940000
Russia,1831,34700000
Rwanda,1831,1110000
Samoa,1831,47100
San Marino,1831,5980
Sao Tome and Principe,1831,24600
Saudi Arabia,1831,2140000
Senegal,1831,980000
Serbia,1831,2100000
Seychelles,1831,13000
Sierra Leone,1831,789000
Singapore,1831,37700
Slovak Republic,1831,2230000
Slovenia,1831,517000
Solomon Islands,1831,64200
Somalia,1831,1150000
South Africa,1831,1980000
South Korea,1831,9450000
South Sudan,1831,1110000
Spain,1831,13100000
Sri Lanka,1831,1510000
St. Kitts and Nevis,1831,20800
St. Lucia,1831,24000
St. Vincent and the Grenadines,1831,27300
Sudan,1831,4310000
Suriname,1831,82300
Swaziland,1831,73100
Sweden,1831,2900000
Switzerland,1831,2110000
Syria,1831,1390000
Tajikistan,1831,516000
Tanzania,1831,3760000
Thailand,1831,4860000
Timor-Leste,1831,159000
Togo,1831,467000
Tonga,1831,18500
Trinidad and Tobago,1831,66700
Tunisia,1831,956000
Turkey,1831,10400000
Turkmenistan,1831,406000
Tuvalu,1831,2640
Uganda,1831,2380000
Ukraine,1831,12400000
United Arab Emirates,1831,40200
United Kingdom,1831,24400000
United States,1831,13600000
Uruguay,1831,75900
Uzbekistan,1831,2120000
Vanuatu,1831,31000
Venezuela,1831,918000
Vietnam,1831,6340000
Yemen,1831,2650000
Zambia,1831,1200000
Zimbabwe,1831,908000
Afghanistan,1832,3460000
Albania,1832,461000
Algeria,1832,2750000
Andorra,1832,2890
Angola,1832,1870000
Antigua and Barbuda,1832,37000
Argentina,1832,659000
Armenia,1832,461000
Australia,1832,347000
Austria,1832,3570000
Azerbaijan,1832,982000
Bahamas,1832,27600
Bahrain,1832,64500
Bangladesh,1832,21000000
Barbados,1832,100000
Belarus,1832,2630000
Belgium,1832,3810000
Belize,1832,25700
Benin,1832,694000
Bhutan,1832,369000
Bolivia,1832,1200000
Bosnia and Herzegovina,1832,917000
Botswana,1832,107000
Brazil,1832,5450000
Brunei,1832,2910
Bulgaria,1832,2310000
Burkina Faso,1832,1740000
Burundi,1832,1080000
Cambodia,1832,2150000
Cameroon,1832,2180000
Canada,1832,1260000
Cape Verde,1832,63200
Central African Republic,1832,625000
Chad,1832,1650000
Chile,1832,1010000
China,1832,410000000
Colombia,1832,1730000
Comoros,1832,57800
"Congo, Dem. Rep.",1832,6220000
"Congo, Rep.",1832,381000
Costa Rica,1832,81000
Cote d'Ivoire,1832,1070000
Croatia,1832,1360000
Cuba,1832,1010000
Cyprus,1832,185000
Czech Republic,1832,6070000
Denmark,1832,1290000
Djibouti,1832,28700
Dominica,1832,21200
Dominican Republic,1832,109000
Ecuador,1832,608000
Egypt,1832,4360000
El Salvador,1832,290000
Equatorial Guinea,1832,90600
Eritrea,1832,336000
Estonia,1832,386000
Ethiopia,1832,14300000
Fiji,1832,138000
Finland,1832,1380000
France,1832,33600000
Gabon,1832,204000
Gambia,1832,107000
Georgia,1832,1200000
Germany,1832,28600000
Ghana,1832,2000000
Greece,1832,2580000
Grenada,1832,30800
Guatemala,1832,659000
Guinea,1832,1000000
Guinea-Bissau,1832,215000
Guyana,1832,121000
Haiti,1832,802000
Holy See,1832,905
Honduras,1832,198000
Hungary,1832,4530000
Iceland,1832,58700
India,1832,219000000
Indonesia,1832,18800000
Iran,1832,6920000
Iraq,1832,1150000
Ireland,1832,7930000
Israel,1832,210000
Italy,1832,21800000
Jamaica,1832,386000
Japan,1832,31400000
Jordan,1832,247000
Kazakhstan,1832,2280000
Kenya,1832,3050000
Kiribati,1832,18900
Kuwait,1832,81300
Kyrgyz Republic,1832,592000
Lao,1832,527000
Latvia,1832,718000
Lebanon,1832,362000
Lesotho,1832,232000
Liberia,1832,320000
Libya,1832,247000
Liechtenstein,1832,6320
Lithuania,1832,929000
Luxembourg,1832,172000
Madagascar,1832,2010000
Malawi,1832,1460000
Malaysia,1832,367000
Maldives,1832,45500
Mali,1832,1440000
Malta,1832,144000
Marshall Islands,1832,7680
Mauritania,1832,342000
Mauritius,1832,97100
Mexico,1832,6510000
"Micronesia, Fed. Sts.",1832,17400
Moldova,1832,795000
Monaco,1832,9000
Mongolia,1832,630000
Montenegro,1832,153000
Morocco,1832,2750000
Mozambique,1832,2910000
Myanmar,1832,3670000
Namibia,1832,149000
Nauru,1832,1850
Nepal,1832,4060000
Netherlands,1832,2680000
New Zealand,1832,93200
Nicaragua,1832,225000
Niger,1832,909000
Nigeria,1832,12700000
North Korea,1832,4380000
North Macedonia,1832,435000
Norway,1832,1150000
Oman,1832,329000
Pakistan,1832,14200000
Palau,1832,4110
Palestine,1832,166000
Panama,1832,95300
Papua New Guinea,1832,758000
Paraguay,1832,205000
Peru,1832,1510000
Philippines,1832,2690000
Poland,1832,11400000
Portugal,1832,3530000
Qatar,1832,14100
Romania,1832,6990000
Russia,1832,35000000
Rwanda,1832,1130000
Samoa,1832,47000
San Marino,1832,6020
Sao Tome and Principe,1832,24700
Saudi Arabia,1832,2150000
Senegal,1832,978000
Serbia,1832,2100000
Seychelles,1832,13100
Sierra Leone,1832,788000
Singapore,1832,38500
Slovak Republic,1832,2240000
Slovenia,1832,522000
Solomon Islands,1832,64900
Somalia,1832,1170000
South Africa,1832,2020000
South Korea,1832,9450000
South Sudan,1832,1110000
Spain,1832,13200000
Sri Lanka,1832,1540000
St. Kitts and Nevis,1832,21100
St. Lucia,1832,24000
St. Vincent and the Grenadines,1832,27400
Sudan,1832,4330000
Suriname,1832,82500
Swaziland,1832,72700
Sweden,1832,2920000
Switzerland,1832,2120000
Syria,1832,1390000
Tajikistan,1832,521000
Tanzania,1832,3830000
Thailand,1832,4880000
Timor-Leste,1832,161000
Togo,1832,469000
Tonga,1832,18500
Trinidad and Tobago,1832,67300
Tunisia,1832,963000
Turkey,1832,10500000
Turkmenistan,1832,410000
Tuvalu,1832,2650
Uganda,1832,2410000
Ukraine,1832,12500000
United Arab Emirates,1832,40200
United Kingdom,1832,24600000
United States,1832,14000000
Uruguay,1832,78100
Uzbekistan,1832,2140000
Vanuatu,1832,31300
Venezuela,1832,946000
Vietnam,1832,6320000
Yemen,1832,2650000
Zambia,1832,1210000
Zimbabwe,1832,893000
Afghanistan,1833,3480000
Albania,1833,463000
Algeria,1833,2750000
Andorra,1833,2910
Angola,1833,1900000
Antigua and Barbuda,1833,37000
Argentina,1833,672000
Armenia,1833,465000
Australia,1833,355000
Austria,1833,3590000
Azerbaijan,1833,991000
Bahamas,1833,27600
Bahrain,1833,64500
Bangladesh,1833,21100000
Barbados,1833,102000
Belarus,1833,2650000
Belgium,1833,3850000
Belize,1833,25700
Benin,1833,699000
Bhutan,1833,368000
Bolivia,1833,1210000
Bosnia and Herzegovina,1833,923000
Botswana,1833,107000
Brazil,1833,5530000
Brunei,1833,2970
Bulgaria,1833,2320000
Burkina Faso,1833,1740000
Burundi,1833,1090000
Cambodia,1833,2150000
Cameroon,1833,2210000
Canada,1833,1310000
Cape Verde,1833,63900
Central African Republic,1833,639000
Chad,1833,1660000
Chile,1833,1030000
China,1833,410000000
Colombia,1833,1760000
Comoros,1833,57900
"Congo, Dem. Rep.",1833,6320000
"Congo, Rep.",1833,387000
Costa Rica,1833,82500
Cote d'Ivoire,1833,1060000
Croatia,1833,1380000
Cuba,1833,1010000
Cyprus,1833,185000
Czech Republic,1833,6110000
Denmark,1833,1300000
Djibouti,1833,29300
Dominica,1833,21300
Dominican Republic,1833,110000
Ecuador,1833,618000
Egypt,1833,4380000
El Salvador,1833,294000
Equatorial Guinea,1833,91500
Eritrea,1833,350000
Estonia,1833,391000
Ethiopia,1833,14500000
Fiji,1833,138000
Finland,1833,1390000
France,1833,33800000
Gabon,1833,208000
Gambia,1833,107000
Georgia,1833,1210000
Germany,1833,28900000
Ghana,1833,2000000
Greece,1833,2600000
Grenada,1833,30900
Guatemala,1833,665000
Guinea,1833,1000000
Guinea-Bissau,1833,215000
Guyana,1833,118000
Haiti,1833,809000
Holy See,1833,905
Honduras,1833,204000
Hungary,1833,4560000
Iceland,1833,58500
India,1833,220000000
Indonesia,1833,18900000
Iran,1833,6950000
Iraq,1833,1160000
Ireland,1833,7980000
Israel,1833,210000
Italy,1833,21900000
Jamaica,1833,385000
Japan,1833,31400000
Jordan,1833,250000
Kazakhstan,1833,2300000
Kenya,1833,3060000
Kiribati,1833,19000
Kuwait,1833,81300
Kyrgyz Republic,1833,597000
Lao,1833,532000
Latvia,1833,730000
Lebanon,1833,365000
Lesotho,1833,228000
Liberia,1833,321000
Libya,1833,249000
Liechtenstein,1833,6360
Lithuania,1833,942000
Luxembourg,1833,173000
Madagascar,1833,2040000
Malawi,1833,1500000
Malaysia,1833,375000
Maldives,1833,45800
Mali,1833,1450000
Malta,1833,145000
Marshall Islands,1833,7860
Mauritania,1833,339000
Mauritius,1833,99200
Mexico,1833,6570000
"Micronesia, Fed. Sts.",1833,17500
Moldova,1833,802000
Monaco,1833,9110
Mongolia,1833,631000
Montenegro,1833,155000
Morocco,1833,2760000
Mozambique,1833,2990000
Myanmar,1833,3680000
Namibia,1833,147000
Nauru,1833,1860
Nepal,1833,4080000
Netherlands,1833,2710000
New Zealand,1833,90000
Nicaragua,1833,229000
Niger,1833,913000
Nigeria,1833,12700000
North Korea,1833,4390000
North Macedonia,1833,439000
Norway,1833,1160000
Oman,1833,330000
Pakistan,1833,14200000
Palau,1833,4130
Palestine,1833,166000
Panama,1833,96000
Papua New Guinea,1833,759000
Paraguay,1833,211000
Peru,1833,1580000
Philippines,1833,2740000
Poland,1833,11500000
Portugal,1833,3550000
Qatar,1833,14100
Romania,1833,7040000
Russia,1833,35300000
Rwanda,1833,1150000
Samoa,1833,47000
San Marino,1833,6070
Sao Tome and Principe,1833,24900
Saudi Arabia,1833,2150000
Senegal,1833,975000
Serbia,1833,2090000
Seychelles,1833,13100
Sierra Leone,1833,787000
Singapore,1833,39300
Slovak Republic,1833,2250000
Slovenia,1833,526000
Solomon Islands,1833,65600
Somalia,1833,1180000
South Africa,1833,2070000
South Korea,1833,9460000
South Sudan,1833,1120000
Spain,1833,13300000
Sri Lanka,1833,1580000
St. Kitts and Nevis,1833,21500
St. Lucia,1833,24000
St. Vincent and the Grenadines,1833,27500
Sudan,1833,4350000
Suriname,1833,82600
Swaziland,1833,72300
Sweden,1833,2950000
Switzerland,1833,2140000
Syria,1833,1400000
Tajikistan,1833,526000
Tanzania,1833,3910000
Thailand,1833,4900000
Timor-Leste,1833,163000
Togo,1833,471000
Tonga,1833,18500
Trinidad and Tobago,1833,68000
Tunisia,1833,971000
Turkey,1833,10500000
Turkmenistan,1833,414000
Tuvalu,1833,2660
Uganda,1833,2440000
Ukraine,1833,12600000
United Arab Emirates,1833,40200
United Kingdom,1833,24900000
United States,1833,14400000
Uruguay,1833,80400
Uzbekistan,1833,2160000
Vanuatu,1833,31600
Venezuela,1833,977000
Vietnam,1833,6310000
Yemen,1833,2660000
Zambia,1833,1230000
Zimbabwe,1833,879000
Afghanistan,1834,3490000
Albania,1834,465000
Algeria,1834,2760000
